season,episode,speaker,Symptom,Test,Drug,Procedure,Intent,diagnosis_stage,Sarcasm,Emotion,Organ,correct_prediction,model_prediction,text,medical_entities,clean_text,label
1,3,Brandon,ateş,,,,açıklama,hipotez,0,nötr,,kolşisin zehirlenmesi,,"Gece kötü uyudum; boğazım tahriş oldu, öksürüyorum, midem bozuk ve sanırım ateşim var.","[{""text"":""öksürük"",""type"":""Symptom""},{""text"":""boğaz ağrısı"",""type"":""Symptom""},{""text"":""mide rahatsızlığı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""}]",gece kötü uyudum boğazım tahriş oldu öksürüyorum midem bozuk ve sanırım ateşim var,268
1,3,Mindy,döküntü,,,,açıklama,hipotez,0,nötr,cilt,kolşisin zehirlenmesi,,Vücudunda küçük bir döküntü de var.,"{""text"":""döküntü"",""type"":""Symptom""}",vücudunda küçük bir döküntü de var,643
1,3,Wilson,düşük tansiyon,,IV sıvı,,açıklama,değerlendirme,0,kaygı,,kolşisin zehirlenmesi,,Kan basıncı IV sıvılara rağmen yükselmiyor.,"[{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""IV sıvı"",""type"":""Drug""}]",kan basıncı iv sıvılara rağmen yükselmiyor,673
1,3,Foreman,döküntü,,,,hipotez,hipotez,0,nötr,,kolşisin zehirlenmesi,,Artrite eşlik eden vaskülit sinir hasarı yapabilir ama döküntü ve öksürüğü açıklamaz.,"[{""text"":""artrit"",""type"":""Disease""},{""text"":""vaskülit"",""type"":""Disease""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""öksürük"",""type"":""Symptom""}]",artrite eşlik eden vaskülit sinir hasarı yapabilir ama döküntü ve öksürüğü açıklamaz,643
1,3,Foreman,öksürük,,,,hipotez,hipotez,0,nötr,,kolşisin zehirlenmesi,,Artrite eşlik eden vaskülit sinir hasarı yapabilir ama döküntü ve öksürüğü açıklamaz.,"[{""text"":""artrit"",""type"":""Disease""},{""text"":""vaskülit"",""type"":""Disease""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""öksürük"",""type"":""Symptom""}]",artrite eşlik eden vaskülit sinir hasarı yapabilir ama döküntü ve öksürüğü açıklamaz,2400
1,3,Chase,karın ağrısı,,,,hipotez,hipotez,0,nötr,karın,kolşisin zehirlenmesi,,Karın ağrısı var; karsinoid sendrom olabilir.,"[{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""karsinoid sendrom"",""type"":""Disease""}]",karın ağrısı var karsinoid sendrom olabilir,1264
1,3,Foreman,düşük tansiyon,kreatinin,,,açıklama,değerlendirme,0,kaygı,"akciğer,böbrek",kolşisin zehirlenmesi,,"Kan basıncı hızla düşüyor, akciğerleri sıvıyla doluyor, kreatinini yükseliyor ve böbrekleri kapanıyor; verdiğimiz tedavi onu düzeltmiyor, öldürüyor.","[{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""akciğerde sıvı"",""type"":""Symptom""},{""text"":""kreatinin"",""type"":""Test""},{""text"":""böbrek yetmezliği"",""type"":""Disease""}]",kan basıncı hızla düşüyor akciğerleri sıvıyla doluyor kreatinini yükseliyor ve böbrekleri kapanıyor verdiğimiz tedavi onu düzeltmiyor öldürüyor,673
1,3,Foreman,akciğerde sıvı,kreatinin,,,açıklama,değerlendirme,0,kaygı,"akciğer,böbrek",kolşisin zehirlenmesi,,"Kan basıncı hızla düşüyor, akciğerleri sıvıyla doluyor, kreatinini yükseliyor ve böbrekleri kapanıyor; verdiğimiz tedavi onu düzeltmiyor, öldürüyor.","[{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""akciğerde sıvı"",""type"":""Symptom""},{""text"":""kreatinin"",""type"":""Test""},{""text"":""böbrek yetmezliği"",""type"":""Disease""}]",kan basıncı hızla düşüyor akciğerleri sıvıyla doluyor kreatinini yükseliyor ve böbrekleri kapanıyor verdiğimiz tedavi onu düzeltmiyor öldürüyor,63
1,3,Foreman,böbrek yetmezliği,kreatinin,,,açıklama,değerlendirme,0,kaygı,"akciğer,böbrek",kolşisin zehirlenmesi,,"Kan basıncı hızla düşüyor, akciğerleri sıvıyla doluyor, kreatinini yükseliyor ve böbrekleri kapanıyor; verdiğimiz tedavi onu düzeltmiyor, öldürüyor.","[{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""akciğerde sıvı"",""type"":""Symptom""},{""text"":""kreatinin"",""type"":""Test""},{""text"":""böbrek yetmezliği"",""type"":""Disease""}]",kan basıncı hızla düşüyor akciğerleri sıvıyla doluyor kreatinini yükseliyor ve böbrekleri kapanıyor verdiğimiz tedavi onu düzeltmiyor öldürüyor,480
1,3,Foreman,karın ağrısı,,,,hipotez,değerlendirme,0,nötr,karın,kolşisin zehirlenmesi,,Belki de mesele abdominal enfeksiyon değildir; düşük tansiyon karın ağrısına yol açıyordur.,"[{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""karın ağrısı"",""type"":""Symptom""}]",belki de mesele abdominal enfeksiyon değildir düşük tansiyon karın ağrısına yol açıyordur,1264
1,3,Cameron,karın ağrısı,,,,hipotez,hipotez,0,nötr,"kalp,bağırsak",kolşisin zehirlenmesi,,Viral bir kalp enfeksiyonu bağırsaklara giden kanı azaltır ve karın ağrısı yapabilir.,"[{""text"":""viral kalp enfeksiyonu"",""type"":""Disease""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""kalp"",""type"":""Anatomy""},{""text"":""bağırsak"",""type"":""Anatomy""}]",viral bir kalp enfeksiyonu bağırsaklara giden kanı azaltır ve karın ağrısı yapabilir,1264
1,3,Foreman,kardiyomiyopati,,,,açıklama,hipotez,0,nötr,kalp,kolşisin zehirlenmesi,,"Bu yaklaşım kardiyomiyopatiyi, ağrıyı, düşük tansiyonu ve ateşi açıklıyor.","[{""text"":""kardiyomiyopati"",""type"":""Disease""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""}]",bu yaklaşım kardiyomiyopatiyi ağrıyı düşük tansiyonu ve ateşi açıklıyor,1260
1,3,Foreman,karın ağrısı,,,,açıklama,hipotez,0,nötr,kalp,kolşisin zehirlenmesi,,"Bu yaklaşım kardiyomiyopatiyi, ağrıyı, düşük tansiyonu ve ateşi açıklıyor.","[{""text"":""kardiyomiyopati"",""type"":""Disease""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""}]",bu yaklaşım kardiyomiyopatiyi ağrıyı düşük tansiyonu ve ateşi açıklıyor,1264
1,3,Foreman,düşük tansiyon,,,,açıklama,hipotez,0,nötr,kalp,kolşisin zehirlenmesi,,"Bu yaklaşım kardiyomiyopatiyi, ağrıyı, düşük tansiyonu ve ateşi açıklıyor.","[{""text"":""kardiyomiyopati"",""type"":""Disease""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""}]",bu yaklaşım kardiyomiyopatiyi ağrıyı düşük tansiyonu ve ateşi açıklıyor,673
1,3,Foreman,ateş,,,,açıklama,hipotez,0,nötr,kalp,kolşisin zehirlenmesi,,"Bu yaklaşım kardiyomiyopatiyi, ağrıyı, düşük tansiyonu ve ateşi açıklıyor.","[{""text"":""kardiyomiyopati"",""type"":""Disease""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""}]",bu yaklaşım kardiyomiyopatiyi ağrıyı düşük tansiyonu ve ateşi açıklıyor,268
1,3,House,öksürük,,,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Güzel teori, ama hâlâ öksürükle döküntüyü açıklamıyor.","[{""text"":""öksürük"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""}]",güzel teori ama hâlâ öksürükle döküntüyü açıklamıyor,2400
1,3,House,döküntü,,,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Güzel teori, ama hâlâ öksürükle döküntüyü açıklamıyor.","[{""text"":""öksürük"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""}]",güzel teori ama hâlâ öksürükle döküntüyü açıklamıyor,643
1,3,Foreman,akut interstisyel nefrit,,,,açıklama,değerlendirme,0,nötr,böbrek,kolşisin zehirlenmesi,,Akut interstisyel nefrit bulgusu var; bu da antibiyotiklerin böbrek yetmezliğinin nedeni olmadığını gösteriyor.,"[{""text"":""akut interstisyel nefrit"",""type"":""Disease""},{""text"":""böbrek"",""type"":""Anatomy""}]",akut interstisyel nefrit bulgusu var bu da antibiyotiklerin böbrek yetmezliğinin nedeni olmadığını gösteriyor,74
1,3,Foreman,öksürük,,,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Ateşi düştü, döküntüsü geriliyor ama öksürüğü sürüyor.","[{""text"":""öksürük"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""}]",ateşi düştü döküntüsü geriliyor ama öksürüğü sürüyor,2400
1,3,Foreman,ateş,,,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Ateşi düştü, döküntüsü geriliyor ama öksürüğü sürüyor.","[{""text"":""öksürük"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""}]",ateşi düştü döküntüsü geriliyor ama öksürüğü sürüyor,268
1,3,Foreman,döküntü,,,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Ateşi düştü, döküntüsü geriliyor ama öksürüğü sürüyor.","[{""text"":""öksürük"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""}]",ateşi düştü döküntüsü geriliyor ama öksürüğü sürüyor,643
1,3,Cameron,lökopeni,beyaz küre sayımı,,,açıklama,değerlendirme,0,kaygı,,kolşisin zehirlenmesi,,Beyaz küre sayısı düştü; vücudu artık enfeksiyonlarla savaşamayabilir.,"[{""text"":""beyaz küre sayımı"",""type"":""Test""},{""text"":""lökopeni"",""type"":""Disease""}]",beyaz küre sayısı düştü vücudu artık enfeksiyonlarla savaşamayabilir,1491
1,3,House,karın ağrısı,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Kolşisin karın ağrısı, döküntü, bulantı, ateş, böbrek yetmezliği, düşük tansiyon ve kemik iliği baskılanması yapar.","[{""text"":""kolşisin"",""type"":""Drug""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""bulantı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""böbrek yetmezliği"",""type"":""Disease""},{""text"":""düşük tansiyon"",""type"":""Symptom""}]",kolşisin karın ağrısı döküntü bulantı ateş böbrek yetmezliği düşük tansiyon ve kemik iliği baskılanması yapar,1264
1,3,House,döküntü,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Kolşisin karın ağrısı, döküntü, bulantı, ateş, böbrek yetmezliği, düşük tansiyon ve kemik iliği baskılanması yapar.","[{""text"":""kolşisin"",""type"":""Drug""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""bulantı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""böbrek yetmezliği"",""type"":""Disease""},{""text"":""düşük tansiyon"",""type"":""Symptom""}]",kolşisin karın ağrısı döküntü bulantı ateş böbrek yetmezliği düşük tansiyon ve kemik iliği baskılanması yapar,643
1,3,House,bulantı,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Kolşisin karın ağrısı, döküntü, bulantı, ateş, böbrek yetmezliği, düşük tansiyon ve kemik iliği baskılanması yapar.","[{""text"":""kolşisin"",""type"":""Drug""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""bulantı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""böbrek yetmezliği"",""type"":""Disease""},{""text"":""düşük tansiyon"",""type"":""Symptom""}]",kolşisin karın ağrısı döküntü bulantı ateş böbrek yetmezliği düşük tansiyon ve kemik iliği baskılanması yapar,456
1,3,House,ateş,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Kolşisin karın ağrısı, döküntü, bulantı, ateş, böbrek yetmezliği, düşük tansiyon ve kemik iliği baskılanması yapar.","[{""text"":""kolşisin"",""type"":""Drug""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""bulantı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""böbrek yetmezliği"",""type"":""Disease""},{""text"":""düşük tansiyon"",""type"":""Symptom""}]",kolşisin karın ağrısı döküntü bulantı ateş böbrek yetmezliği düşük tansiyon ve kemik iliği baskılanması yapar,268
1,3,House,böbrek yetmezliği,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Kolşisin karın ağrısı, döküntü, bulantı, ateş, böbrek yetmezliği, düşük tansiyon ve kemik iliği baskılanması yapar.","[{""text"":""kolşisin"",""type"":""Drug""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""bulantı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""böbrek yetmezliği"",""type"":""Disease""},{""text"":""düşük tansiyon"",""type"":""Symptom""}]",kolşisin karın ağrısı döküntü bulantı ateş böbrek yetmezliği düşük tansiyon ve kemik iliği baskılanması yapar,480
1,3,House,düşük tansiyon,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"Kolşisin karın ağrısı, döküntü, bulantı, ateş, böbrek yetmezliği, düşük tansiyon ve kemik iliği baskılanması yapar.","[{""text"":""kolşisin"",""type"":""Drug""},{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""bulantı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""böbrek yetmezliği"",""type"":""Disease""},{""text"":""düşük tansiyon"",""type"":""Symptom""}]",kolşisin karın ağrısı döküntü bulantı ateş böbrek yetmezliği düşük tansiyon ve kemik iliği baskılanması yapar,673
1,3,Chase,ektopi,,,,açıklama,test,0,kaygı,kalp,kolşisin zehirlenmesi,,Kalp duvarını irrite ettiniz; ektopi gelişti.,"[{""text"":""ektopi"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""}]",kalp duvarını irrite ettiniz ektopi gelişti,702
1,3,Chase,aritmi,,,,açıklama,değerlendirme,0,kaygı,kalp,kolşisin zehirlenmesi,,"Herhangi bir aritmiyi tolere edemez, kateteri geri çekin.","[{""text"":""aritmi"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""}]",herhangi bir aritmiyi tolere edemez kateteri geri çekin,233
1,3,Cameron,parmak ağrısı,,GCSF,,hipotez,test,0,nötr,parmaklar,kolşisin zehirlenmesi,,Parmaklarında ağrı başladı; beyaz küre sayısını geçici olarak yükseltmek için GCSF dozunu iki katına çıkarmalıyız.,"[{""text"":""parmak ağrısı"",""type"":""Symptom""},{""text"":""GCSF"",""type"":""Drug""}]",parmaklarında ağrı başladı beyaz küre sayısını geçici olarak yükseltmek için gcsf dozunu iki katına çıkarmalıyız,1773
1,3,House,karın ağrısı,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"İlk önce karın ağrısı, döküntü ve ateş başlar.","[{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""kolşisin"",""type"":""Drug""}]",i lk önce karın ağrısı döküntü ve ateş başlar,1264
1,3,House,döküntü,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"İlk önce karın ağrısı, döküntü ve ateş başlar.","[{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""kolşisin"",""type"":""Drug""}]",i lk önce karın ağrısı döküntü ve ateş başlar,643
1,3,House,ateş,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,"İlk önce karın ağrısı, döküntü ve ateş başlar.","[{""text"":""karın ağrısı"",""type"":""Symptom""},{""text"":""döküntü"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""kolşisin"",""type"":""Drug""}]",i lk önce karın ağrısı döküntü ve ateş başlar,268
1,3,House,böbrek yetmezliği,,kolşisin,,açıklama,değerlendirme,0,nötr,böbrek,kolşisin zehirlenmesi,,Sonra böbrekler etkilenir ve yetmezlik gelişir.,"[{""text"":""böbrek yetmezliği"",""type"":""Disease""},{""text"":""böbrek"",""type"":""Anatomy""}]",sonra böbrekler etkilenir ve yetmezlik gelişir,480
1,3,House,kemik iliği baskılanması,,kolşisin,,açıklama,değerlendirme,0,nötr,kemik iliği,kolşisin zehirlenmesi,,Ardından kemik iliği baskılanır ve kan değerleri çöker.,"[{""text"":""kemik iliği baskılanması"",""type"":""Disease""},{""text"":""kemik iliği"",""type"":""Anatomy""}]",ardından kemik iliği baskılanır ve kan değerleri çöker,1312
1,3,House,nöropati,,kolşisin,,açıklama,değerlendirme,0,nötr,parmaklar,kolşisin zehirlenmesi,,Daha sonra nöropati gelişir; el ve ayak parmaklarında ağrı ya da uyuşma başlar.,"[{""text"":""nöropati"",""type"":""Disease""},{""text"":""parmaklarda uyuşma"",""type"":""Symptom""}]",daha sonra nöropati gelişir el ve ayak parmaklarında ağrı ya da uyuşma başlar,1668
1,3,House,parmaklarda uyuşma,,kolşisin,,açıklama,değerlendirme,0,nötr,parmaklar,kolşisin zehirlenmesi,,Daha sonra nöropati gelişir; el ve ayak parmaklarında ağrı ya da uyuşma başlar.,"[{""text"":""nöropati"",""type"":""Disease""},{""text"":""parmaklarda uyuşma"",""type"":""Symptom""}]",daha sonra nöropati gelişir el ve ayak parmaklarında ağrı ya da uyuşma başlar,1777
1,3,House,saç dökülmesi,,kolşisin,,açıklama,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,Bir sonraki belirti saç dökülmesidir.,"{""text"":""saç dökülmesi"",""type"":""Symptom""}",bir sonraki belirti saç dökülmesidir,1959
1,3,Foreman,düşük tansiyon,,kolşisin,,açıklama,değerlendirme,0,nötr,kalp,kolşisin zehirlenmesi,,Kolşisin kalp kasının kasılmasını bozarak kan basıncını düşürüyor.,"[{""text"":""kolşisin"",""type"":""Drug""},{""text"":""düşük tansiyon"",""type"":""Symptom""},{""text"":""kalp"",""type"":""Anatomy""}]",kolşisin kalp kasının kasılmasını bozarak kan basıncını düşürüyor,673
1,3,Brandon,öksürük,,öksürük ilacı,,soru,değerlendirme,0,nötr,,kolşisin zehirlenmesi,,O eski öksürük haplarından tekrar alabilir miyim?,"[{""text"":""öksürük"",""type"":""Symptom""},{""text"":""öksürük ilacı"",""type"":""Drug""}]",o eski öksürük haplarından tekrar alabilir miyim,2400
1,4,House,kusma,,,,açıklama,hipotez,0,nötr,,ekovirus 11,,Hiçbir şey yemedi bile. Neden kusuyor?,"[{""text"": ""kusma"", ""type"": ""Symptom""}]",hiçbir şey yemedi bile neden kusuyor,1413
1,4,Doktor (OB),letarji,,,muayene,açıklama,hipotez,0,nötr,,ekovirus 11,,Kusuyor mu? Biraz halsiz.,"[{""text"": ""letarji"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}]",kusuyor mu biraz halsiz,1469
1,4,Doktor (OB),ateş,,,muayene,açıklama,hipotez,0,nötr,,ekovirus 11,,Ateşi var.,"[{""text"": ""ateş"", ""type"": ""Symptom""}]",ateşi var,268
